Region,Country,Measure Code,Measure,Currency Code,Amount (Local),Amount USD,Source,Post Date,Details
Other ADB Members,United Kingdom,02C,02C - Loan guarantees,GBP,,,Organisation for Economic Co-operation and Development (OECD).  http://www.oecd.org/coronavirus/en/ (accessed 19 April 2020; 15 May 2020; 22 May 2020); GOV.UK. https://www.gov.uk/government/news/larger-businesses-to-benefit-from-loans-of-up-to-200-million  (accessed 23 May 2020); Office for Budget Responsbility. https://obr.uk/coronavirus-analysis/ (accessed 5 June 2020),7/27/2020,"(i) March, The Coronavirus Business Interruption Loan Scheme (CBILS) provides support to smaller businesses, with financing up to GBP5 million, wherein the government will provide the lender a partial guarantee (80%). As of 31 May, GBP8.9 billion had been approved; (ii) March, The Coronavirus Large Business Interruption Loan Scheme (CLBILS) will provide a government guarantee of 80% to enable banks to make loans of up to GBP25 million to larger firms with an annual turnover of between GBP45 million and GBP500 million (This measure's estimated amount is categorized under Measure 10). May 19, Extended maximum loan size available through the CLBILS from GBP50 million to GBP200 million. Companies receiving help through the CLBILS were also asked to agree to not pay dividends and to exercise restraint on senior pay. As of 31 May, GBP1.1 billion had been approved under under CLBILS; (iii) May 4,  Bounce Back Loan Scheme (BBLS) is launched to help small firms get finance, with a 100% government-backed guarantee. As of May 31, GBP21.3 billion had been approved under BBLS, covering nearly 700,000 loans."
Other ADB Members,United Kingdom,3,03 - Direct long-term lending,GBP,520000000,643813182,,7/27/2020,
Other ADB Members,United Kingdom,03A,03A - Long-term lending,GBP,520000000,643813182,Bank of England. https://bit.ly/3fGui67 (accessed 13 April 2020); Bank of England. https://bit.ly/37JL1CO (accessed 13 April 2020);  GOV.UK. https://www.gov.uk/government/news/157-billion-investment-to-protect-britains-world-class-cultural-arts-and-heritage-institutions (accessed 12 July 2020).,7/27/2020,"(i)  March 17: Temporary state loans and guarantee scheme for businesses will be provided through the Coronavirus Business Interruption Loan Scheme (CBILS). CBILS will provide loans of up to GBP5 million for small and medium-sized businesses (this measure's estimated amount is categorized under Measure 10);  (ii) May 20, Future Fund is launched. To bolster high-tech start-ups, the new GBP500 million Future Fund provides between GBP125,000 and GBP5 million for UK based-business as long as the cash is matched by private investors (i.e. government is committing GBP250 million, with the other GBP250 million expected to be raised by the private sector).  The scheme is initially open until September and will be delivered by the British Business Bank. If the government loan is not repaid within three years, it gets automatically converted into an equity stake at 20% discount to the valuation set in the next funding round; (iii) July 5, The package in support for cultural organisations includes GBP270 million of repayable finance."
Other ADB Members,United Kingdom,03B,03B - Forbearance,GBP,,,Financial Conduct Authority (FCA). https://bit.ly/317ekOe (accessed 15 April 2020); FCA. https://www.fca.org.uk/news/press-releases/fca-confirms-further-support-motor-finance-and-high-cost-credit-customers (accessed 16 July 2020).,7/27/2020,"No amount/estimate: (i) April 9, The Financial Conduct Authority (FCA) introduced a package of targeted temporary measures to support customers affected by coronavirus, including by setting the expectation for firms to offer a payment freeze on loans and credit cards for up to three months; (ii) July 15, The FCA has confirmed the support that will be available for users of motor finance, buy-now pay-later (BNPL), rent-to-own (RTO), pawnbroking and high-cost short-term credit (HCSTC) products, who continue to face payment difficulties due to coronavirus (COVID-19). Measures include: (a) Firms should contact customers if they can resume payments – and if so, agree a plan on how the missed payments could be repaid, (b) For customers with still payment difficulties, firms will freeze or reduce payments to a level they can afford, on their motor finance, BNPL or RTO agreements for a further 3 months, (c) Customers that have not yet had a payment freeze or requested an extension of an existing payment freeze can request this up until 31 October 2020, (d) HCSTC customers can only apply for a payment freeze under this guidance once up to 31 October 2020, (e) The ban on repossessions will continue until 31 October 2020, and (f) Any payment freezes or partial payment freezes offered under this guidance should not have a negative impact on credit files [update]."
Other ADB Members,United Kingdom,4,04 - Equity support,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,5,05 - Government support to income/revenue,GBP,1.75249E+11,2.16976E+11,,7/27/2020,
Other ADB Members,United Kingdom,05A,05A - Health,GBP,10184000000,12608833545,Office for Budget Responsibility. https://obr.uk/download/coronavirus-reference-scenario-charts-tables/ (accessed 3 May 2020); GOV.UK. https://www.gov.uk/government/news/funding-and-manufacturing-boost-for-uk-vaccine-programme (accessed 24 May 2020); GOV.UK. https://www.gov.uk/government/news/new-production-lines-will-make-millions-of-face-coverings-each-week (accessed 21 July 2020); GOV.UK. https://www.gov.uk/government/news/over-100-million-cash-boost-to-manufacture-millions-of-doses-of-covid-19-vaccine (accessed 25 July 2020).,7/27/2020,"(i) April, GBP10 billion for the National Health Service (NHS) and other public services to tackle the virus; (ii) May 17, UK’s top researchers rapidly working to find a coronavirus vaccine will benefit from GBP84 million of new government funding; (ii) No amount/estimate: July 20, The government is setting up face covering production lines in cooperation with UK manufacturers. Ten production lines have been procured and a further ten British production lines are being made with government support. The manufacturers will produce millions of masks each week [update]; (iii) July 23, GBP100 million will be used to fund a state-of-the-art Cell and Gene Therapy Catapult Manufacturing Innovation Centre to accelerate the mass production of a successful COVID-19 vaccine [update]."
Other ADB Members,United Kingdom,05B,05B - Non-health,GBP,1.65065E+11,2.04367E+11,OECD.  http://www.oecd.org/coronavirus/en/ (acessed 15 May 2020); Office for Budget Responsibility. https://obr.uk/download/coronavirus-reference-scenario-charts-tables/ (accessed 3 May 2020); GOV.UK. https://bit.ly/3fFvSoU (accessed 31 May 2020); GOV.UK. https://bit.ly/30ZVSXZ (accessed 5 June 2020); GOV.UK. https://bit.ly/2AUxUCH (accessed 18 June 2020); GOV.UK. https://bit.ly/2VfDs1O (accessed 24 June 2020);  Financial Times. https://on.ft.com/2NerwsH (accessed 20 June 2020); Department for the Economy. https://www.economy-ni.gov.uk/news/ps56million-available-alleviate-student-hardship-additional-ps14million-announced (accessed 2 July 2020); GOV.UK. https://www.gov.uk/government/news/government-unveils-200-million-package-to-help-innovative-businesses-bounce-back (accessed 6 July 2020); GOV.UK. https://apply-for-innovation-funding.service.gov.uk/competition/651/overview (accessed 6 July 2020); GOV.UK. https://www.gov.uk/government/news/rishis-plan-for-jobs-will-help-britain-bounce-back (accessed 9 July 2020); GOV.UK. https://www.gov.uk/government/news/157-billion-investment-to-protect-britains-world-class-cultural-arts-and-heritage-institutions (accessed 12 July 2020); GOV.UK. https://www.gov.uk/government/news/government-confirms-allocations-of-500-million-additional-funding-for-councils (accessed 18 July 2020); GOV.UK. https://www.gov.uk/government/news/jenrick-launches-266-million-housing-fund-for-vulnerable-people (accessed 2 July 2020); GOV.UK. https://www.gov.uk/government/news/pay-rises-for-doctors-police-and-more-in-the-public-sector (accessed 22 July 2020); GOV.UK. https://www.gov.uk/government/news/scotland-wales-and-northern-ireland-receive-additional-coronavirus-funding-guarantee-from-uk-government (accessed 25 July 2020)/,7/27/2020,"(i) March 20, VAT payments of around GBP30 billion for the second quarter of 2020 are deferred until 2021; (ii) April: (a) Employment support: Coronavirus Job Retention Scheme (GBP42 billion; as of June 4, estimate was GBP54 billion), Self-employed income support scheme (GBP10 billion; as of June 4, estimate was GBP15 billion) (b) Household Support: Statutory sick pay support (GBP1 billion), Welfare package (GBP7 billion; as of June 4, estimate was GBP8 billion), Local authority funding to support vulnerable people (GBP0.5 billion); Suspending benefit recovery (no amount yet); (c) Business support: Small business grant schemes (GBP15 billion), Business rates package (GBP13 billion), Off-payroll working delay extension to private sector by 1 year (GBP1.2 billion), VAT on e-publications - early introduction (GBP0.1 billion, June 4);  (d) Funds for devolved administrations (GBP3.5 billion = GBP1.6  billion local + GBP1 billion Scotland + GBP0.6 billion Wales + GBP0.3 billion Northern Ireland.); (f) Railway services operation (GBP3.5 billion); (iii) Apri 8, Charities across the UK will receive a GBP750 million package of support to ensure they can continue their vital work during the coronavirus outbreak; (iv) May 23, GBP15 million to support the Citizens Advice Service during COVID-19 pandemic (advice and information on a range of financial, legal, and consumer issues); (v) May 29, the Self-Employment Support Scheme is extended until August, but government contribution will be slowly tapered from 80% of the salary in June to August to 70% in September and 60% in October; (vi) June 9,  GBP38 million support package for debt advice providers so they can continue helping people affected by COVID; (vii) June 19, Schools will receive GBP1 billion to help pupils catch up after coronavirus and provide for a national tutoring program for disadvantaged students hit most by school closures; (viii) May 19 & June 23,  GBP2.4 million funding to alleviate student hardship; (ix) June 24, GBP105 million to keep 15,000 vulnerable people off the streets during coronavirus pandemic; (x) June 29, GBP200 million Sustainable Innovation Fund to help businesses drive forward cutting-edge new technology and recover from the impacts of coronavirus. This funding, delivered through Innovate UK, forms part of a wider GBP750 million package of grants and loans announced in April to support innovative firms; (xi) July 5, Cultural and heritage organisations to be protected with GBP1.57 billion support package. Of this amount, GBP880 million is for grants to support cultural organizations, GBP100 million is for the national cultural institutions and the English Heritage Trust, GBP120 million is for capital investment to restart construction on cultural infrastructure and for  heritage construction projects in England which was paused due to the coronavirus pandemic, and GBP188 million for the devolved administrations in Northern Ireland (GBP33 million), Scotland (GBP97 million) and Wales (GBP59 million); (xii) July 8, Rishi's Plan for Jobs includes: (a) No amount/estimate:  Job Retention Bonus will be introduced to help firms keep furloughed workers. UK Employers will receive a one-off bonus of GBP1,000 for each furloughed employee who is still employed as of 31 January 2021, (b) GBP2 billion Kickstart Scheme will be introduced to create hundreds of thousands of new, fully subsidised jobs for young people across the country. Those aged 16-24, claiming Universal Credit and at risk of long-term unemployment, will be eligible, (c) GBP1.6 billion in scaling up employment support schemes, training and apprenticeships, (d) The plan will bring forward work on GBP8.8 billion of new infrastructure, decarbonisation and maintenance project, (e) No amount/estimate: Government’s new Eat Out to Help Out discount scheme will provide a 50% reduction for sit-down meals in cafes, restaurants and pubs across the UK from Monday to Wednesday every week throughout August 2020, (f) No amount/estimate: The rate of VAT applied on most tourism and hospitality-related activities will be cut from 20% to 5%, (g) Temporary increase to the Nil Rate Band of Residential SDLT (Stamp Duty) from GBP125,000 to GBP500,000 until 31 March 2021  to drive growth and support jobs across the housebuilding and property sectors; (xiii) July 16, Allocations for individual councils in England to help deliver essential services for residents during the COVID-19 pandemic (GBP500 million) [update]; (xiv) July 18,  EUR266 million housing fund is announced to help ensure that 15,000 people continue to have a safe place to stay and are helped into long term accommodation [update];  (xv) July 21, No amount/estimate: Nearly 1 million public sector workers (e.g., police officers, teachers, doctors, etc.) will be given above-inflation pay increases [update]; (xvi) July 24, The devolved administrations in Scotland, Northern Ireland and Wales will receive a minimum of GBP3.7 billion in additional funding this year, on top of the GBP8.9 billion confirmed since March to support the coronavirus recovery [update]."
Other ADB Members,United Kingdom,6,06 - Budget reallocation,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,7,07 - Central bank financing government,GBP,3.0437E+11,3.76841E+11,,7/27/2020,
Other ADB Members,United Kingdom,07A,07A - Direct lending & reserve drawdown,GBP,4370000000,5410506932,Bank of England.  https://bit.ly/314hQcj (accessed 13 April 2020).,7/27/2020,"(i) April 9, HM Treasury and the BoE announced temporary extension to Ways and Means (W&M) facility. As of May 13, drawings under the W&M facility remain at GBP370 million; (ii)  April 2020, There was a GBP4.0 billion dividend transfer from the Bank of England Asset Purchase Facility Fund (BEAPFF) to HM Treasury."
Other ADB Members,United Kingdom,07B,07B - Secondary purchase: government securities,GBP,3E+11,3.71431E+11,OECD.  http://www.oecd.org/coronavirus/en/ (accessed 19 April 2020);  Bank of England. https://bit.ly/3emqNkY (accessed 12 June 2020); Bank of England. https://www.bankofengland.co.uk/markets/market-notices/2020/asset-purchase-facility-gilt-purchases-june-2020 (accessed 22 June 2020); Bank of England. https://www.bankofengland.co.uk/markets/bank-of-england-market-operations-guide/results-and-usage-data (accessed 23 July 2020).,7/27/2020,"March 19, Increase BoE's holdings of UKG government and corporate bonds by GBP200 billion to a total of GBP645 billion, financed by central bank reserves.  June 18, The Bank of England announced an increase in the stock of purchases of UK government bonds, financed by central bank reserves, by an additional GBP100 billion, to take the total stock of asset purchases to GBP745 billion.  As of July 22, Current gilt purchases stood at GBP630.685 billion [update]."
Other ADB Members,United Kingdom,8,08 - International Assistance Received,GBP,30449827272,37700000350,,7/27/2020,
Other ADB Members,United Kingdom,08A,08A - Swaps,GBP,30449827272,37700000350,Federal Reserve Bank of New York. https://apps.newyorkfed.org/markets/autorates/fxswap (accessed 18 May 2020).,7/27/2020,Unlimited USD liquidity swap line with the US Federal Reserve: peak amount outstanding was recorded in April 2: USD37.7 billion.
Other ADB Members,United Kingdom,08B,08B - International loans/grants,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,08B1,08B1 - Asian Development Bank,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,08B2,08B2 - Other,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,9,09 - International Assistance Provided,GBP,150000000,185715341,,7/27/2020,
Other ADB Members,United Kingdom,09A,09A - Swaps,GBP,,,,7/27/2020,
Other ADB Members,United Kingdom,09B,09B - International loans/grants,GBP,150000000,185715341,IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19#U (accessed 19 April 2020).,7/27/2020,United Kingdom as donor-country: The government has made available GBP150 million to the IMF’s Catastrophe Containment and Relief Trust.
Other ADB Members,United Kingdom,10,10 - No breakdown,GBP,3.3055E+11,4.09255E+11,OECD. http://www.oecd.org/coronavirus/en/ (accessed 19 April 2020; 15 May 2020; 22 May 2020); GOV.UK. https://bit.ly/3fMfMdf (accessed 24 April 2020). GOV.UK. https://www.gov.uk/government/news/40m-boost-for-cutting-edge-start-ups (24April 2020); GOV.UK. https://www.gov.uk/government/news/government-unveils-200-million-package-to-help-innovative-businesses-bounce-back (accessed 4 July 2020).,7/27/2020,"(i) March, GBP330 billion of temporary state loans and guarantee scheme for businesses. This includes the Coronavirus Corporate Financing Facility (CCFF) (20 March) and the Coronavirus Business Interruption Loan Scheme (CBILS) (17 March). CBILS will provide loans of up to GBP5 million for small and medium-sized businesses (see reference in Measure 3).  In addition, the Coronavirus Large Business Interruption Loan Scheme (CLBILS) will provide a government guarantee of 80% to enable banks to make loans of up to GBP25 million to larger firms with an annual turnover of between GBP45 million and GBP500 million (3 March) (see reference in Measure 2); (ii) April 20, GBP1.25 billion support package to protect firms driving innovation in the UK, of which: (a) Treasury will dedicate GBP750 million to grants and loan support for SMEs to perform research and development, of which GBP500 million is for high-growth firms, called the Future Fund, reported in Measure 3A. June 29, GBP200 million out of GP750 million is for the Sustainable Innovation Fund to help businesses drive forward cutting-edge new technology and recover from the impacts of coronavirus, which is a grant (amount is recorded under Measure 5B); (b) Innovate UK (national innovation agency) will administer GBP200 million of grant and loan payments through its existing list of customers on an opt-in basis; (c) The remaining GBP550 million will increase support for existing customers and firms not yet involved with Innovate UK funding. The first payments will be made by mid-May. On 20 May, GBP40 million was allocated to this package to support the UK’s Fast Start Competition, to fast-track development of innovations."
Other ADB Members,United Kingdom,11,11 - Other Economic Measures,GBP,,,OECD. http://www.oecd.org/coronavirus/en/ (accessed 19 April 2020; 15 May 2020; 22 May 2020); Reuters. https://reut.rs/3hFCdTb (accessed 5 June 2020); GOV.UK. https://bit.ly/37PxJoj (accessed 18 June 2020); GOV.UK. https://bit.ly/2YkJrV4 (accessed 18 June 2020).,7/27/2020,"(i) The Financial Conduct Authority (FCA) introduced a package of targeted temporary measures to support customers affected by coronavirus, including by setting the expectation for firms to offer a payment freeze on loans and credit cards for up to three months; (ii) June 6, The government extended ban on evicting tenants from social or private accomodation in England and Wales by two months to August 23 due to the COVID outbreak;  (iii)  June 5, The Corporate Insolvency and Governance Bill has been proposed to introduce new corporate restructuring tools to the insolvency and restructuring regime, temporarily suspend parts of the insolvency law, and to amend Company Law and other legislation; (iv)  June 9,  People on paternity and maternity leave who return to work in the coming months will be eligible for the government's furlough scheme, the Coronavirus Job Retention Scheme (CJRS), after the June 10, 2020 cut-off date."
Other ADB Members,United Kingdom,12,12 - Non-Economic Measures,GBP,,,OECD. http://www.oecd.org/coronavirus/en/ (accessed 19 April 2020; 15 May 2020; 22 May 2020); Reuters. https://reut.rs/3fL4ztt (accessed 15 June 2020); GOV.UK. https://www.gov.uk/government/news/pm-announces-easing-of-lockdown-restrictions-23-june-2020 (accessed 24 June 2020); Anadolu Agency. https://www.aa.com.tr/en/europe/uk-unveils-safety-plan-to-reopen-schools-in-september/1897930 (accessed 3 July 2020); GOV.UK.https://www.gov.uk/government/speeches/face-coverings-to-be-mandatory-in-shops-and-supermarkets-from-24-july (accessed 21 July 2020); GOV.UK. https://www.gov.uk/government/news/business-events-and-conferences-given-go-ahead-to-resume-from-1-october (accessed 21 July 2020); GOV.UK. https://www.gov.uk/government/news/disabled-people-exempt-from-wearing-face-coverings-under-new-government-guidance (accessed 25 July 2020).,7/27/2020,"(i) Economy-wide lockdown since 23 March; (ii) The government advised British tourists currently abroad to return to the country, and advised against all non-essential travel worldwide. The warning is in place initially for 30 days; (iii) 16 March, Schools are closed except for children of key workers ; (iv) Social distancing is in place. A ban is in place on all social events and gatherings; (v) May 11, The government announced that primary schools will reopen on 1 June; (vi) May 11, The government announced that outdoor places will reopen on May 13  and that people can exercise more than once a day. Social distancing measures remain in place. Ban on public events and social gatherings remains in place; (vii) May 11,The government announced its opening strategy. In a first phase, sectors that were closed during the lockdown can reopen again on 13 May, except entertainment, hospitality, and non-essential retail. All workers who cannot work from home should travel to work if their workplace is open. If the health situation remains under control, a second phase would see the reopening of non-essential retailers on 1 June, followed by the hospitality and entertainment sectors on 4 July; (viii) June 15, Non-essential stores/retailers are allowed to reopen; (ix) June 23, The government eases lockdown restrictions, which includes opening of pubs, restaurants, and accomodation sites starting July 4, provided they adhere to COVID Secure guidelines; (x) July 3, The government outlined its plan to reopen schools in September, along with its safety guidelines; (xi) July 14,  Face coverings to be mandatory in shops and supermarkets from 24 July [update];  (xii) July 17, Business events and conferences will be permitted to resume from 1 October provided rates of infection remain at current levels [update]; (xii) July 24, members of the public will need to wear face coverings that cover the nose and mouth in shops, supermarkets, shopping centres and transport hubs, to help curb the spread of the virus. Exemptions include anyone under the age of 11, or those with disabilities, or hidden health conditions such as breathing difficulties, mental health conditions or autism [update]."
Other ADB Members,United States,1,01 - Liquidity Support,USD,4.40137E+11,4.40137E+11,,7/27/2020,
Other ADB Members,United States,01A,01A - Short-term lending,USD,4.40137E+11,4.40137E+11,"Board of Governors of the Federal Reserve System https://www.federalreserve.gov/newsevents/pressreleases/monetary20200427a.htm; FED. https://www.federalreserve.gov/newsevents/pressreleases/monetary20200317b.htm New York Fed https://www.newyorkfed.org/markets/commercial-paper-funding-facility/commercial-paper-funding-facility-terms-and-conditions, https://www.federalreserve.gov/monetarypolicy/mmlf.htm, https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200316a.htm FED https://www.federalreserve.gov/releases/h41/ (all accessed as of 26 June 2020).",7/27/2020,"(i) March 12, The Federal Reserve (Fed) massively expanded reverse repo operations, adding liquidity to the banking system; on February 26 outstanding repos were USD143.44 billion while peak amount outstanding from weekly reporting was USD441.945 billion on March 18, resulting in a peak repo loan amount of 441.945 - 143.44 = USD298.505 billion; since the publication of its July 8 balance sheet, the Federal Reserve's outstanding repurchase agreements have fallen to USD0, which is USD 143.44 billion below the amount outstanding on February 26; (ii) March 17, the Federal Reserve's Commercial Paper Funding Facility (CPFF) will lend to a special purpose vehicle (SPV) that will purchase highly-rated 3-month commercial paper through the New York Federal Reserve's primary dealers; the US Treasury will take the first USD 10 billion in losses as per the CARES Act; as of July 22, the Federal Reserve reports CPFF loans outstanding at USD1.541 billion [update]; peak loans outstanding from weekly reporting was USD 4.296 billion on June 10; (iii) March 17, the Federal Reserve established a Primary Dealer Credit Facility (PDCF) to offer overnight and term funding up to 90 days that may be collateralized by a broad range of investment grade debt securities including commerical paper, municipal bonds, and a broad range of equity securities; as of July 22, the PDCF had USD1.899 billion in loans outstanding [update]; peak loans outstanding from weekly reporting was USD 33.409 billion on April 15; (iv) March 23, the Federal Reserve's Money Market Fund Liquidity Facility (MMLF) lends to money market mutual funds (MMMFs) against eligible collateral that includes US Treasury securities, securities issues by fully guaranteed US agencies, by US government sponsored enterprises, and against highly rated asset backed commerical paper, unsecured commercial paper, negotiable certificates of deposit, municipal short-term debt, and so on; as of July 22 the MMLF has USD16.041 billion in loans outstanding [update]; peak loans outstanding for the MMLF were USD 53.171 billion on April 8; (v) as of July 22, loans reported for the Federal Reserve's discount window for Primary and Secondary Credit were USD4.565 billion and USD0 respectively [update]; peak amounts outstanding from weekly reporting were USD50.768 billion for Primary Credit on March 25 and USD 1 million on June 24 for Secondary Credit (these were USD13 million and 0, respectively, on February 26)."
Other ADB Members,United States,01B,01B - Support policies for short-term lending,USD,,,"FED. https://www.federalreserve.gov/newsevents/pressreleases/other20200423a.htm, https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200424a.htm (both accessed as of 15 June 2020). https://www.federalreserve.gov/newsevents/pressreleases/bcreg20200505a.htm (accessed 6 May 2020).",7/27/2020,"(i) No amount/estimate: March 16, the Federal Reserve encouraged banks to borrow at its discount window, which they are historically reluctant to do; (ii) No amount/estimate: On April 23, the Federal Reserve temporarily suspending uncollateralized intraday credit limits and waived overdraft fees for financial institutions eligible for the Primary Credit program, and created a streamlined procedure for other credit institutions to request collateralized intraday credit; (iii) No amount/estimate: April 24, the Federal Reserve eliminated the six-per-month limit on transfers from savings and money market accounts to demand deposits on an interim basis; since the former have no reserve requirement, this effectively reduces bank reserve requirements to 0; (iv) No amount/estimate: On May 5, the FED regulatory agencies announced an interim final rule that modifies the agencies' Liquidity Coverage Ratio (LCR) rule to support banking organizations' participation in the Federal Reserve's Money Market Mutual Fund Liquidity Facility and the Paycheck Protection Program Liquidity Facility. The interim final rule facilitates participation in these facilities by neutralizing the LCR impact associated with the non-recourse funding provided by these facilities;"
Other ADB Members,United States,01C,01C - Forex operations,USD,,,,7/27/2020,
Other ADB Members,United States,2,02 - Credit creation,USD,3.20276E+12,3.20276E+12,,7/27/2020,
Other ADB Members,United States,02A,02A - Financial sector lending/funding,USD,2.11726E+12,2.11726E+12,"IMF. https://www.imf.org/en/Topics/imf-and-covid19/Policy-Responses-to-COVID-19 (accessed 16 April 2020); FED. https://www.federalreserve.gov/monetarypolicy/smccf.htm (accessed May 30); FED. https://www.federalreserve.gov/newsevents/pressreleases/monetary20200429a.htm (accessed 29 April 2020); FED. https://www.federalreserve.gov/monetarypolicy/mainstreetlending.htm, https://www.federalreserve.gov/newsevents/pressreleases/monetary20200608a.htm (both accessed 26 June 2020).",7/27/2020,"(i) April 8, the Federal Reserve's Paycheck Protection Program Lending Facility (PPPLF) authorizes each of the 12 Federal Reserve Banks to establish and operate the PPPLF, which lends to eligible lenders against loans extended through the Small Business Administration's (SBA) Paycheck Protection Program (PPP) established by the CARES Act; there is no upper limit to the amount of loans the PPPLF can purchase; as of July 22, the PPPLF had USD68.503 billion in loans outstanding according to the Federal Reserve's weekly reporting, which is also the peak figure [update]; (ii) April 9, the Federal Reserves Secondary Market Credit Facility (SMCCF) will through the New York Federal Reserve lend to a special purpose vehicle (SPV), which will purchase investment-grade (rated as of March 22) corporate bonds in the secondary market; the US Treasury will take the first USD25 billion in losses as per the CARES Act authorization; combined authorized amount for the SMCCF and the PMCCF (in 3A) is USD750 billion; as of July 22, the PMCCF and SMCCF combined have USD11.791 billion in loans outstanding, which is also the peak loan value from the Federal Reserve's weekly reports [update]; (iii) April 9, The Federal Reserve's Main Street New Loan Facility will include the Main Street Expanded Lending Facility (MSELF) and Main Street Priority Loan Facility (MSPLF); it will lend to a special purpose vehicle (SPV) that will purchase 95% of eligible loans to small and medium-sized businesses made by eligible lenders; the SPV received a USD75 billion equity investment from the US Treasury under the CARES Act; total loans authorized for purchase by the Main Street Lending facilities is USD600 billion; June 8, the Federal Reserve's MSPLF and MSELF were expanded to include more small and medium sized businesses--the changes include lowering the minimum size of certain loans from USD500 thousand to USD250 thousand, increasing the maximum size and delaying principal payments for 2 years rather than 1; July 17, the Federal Reserve Board modified the MSLF to provide greater access to credit for nonprofit organizations including educational institutions, hospitals, and social service organizations; as of July 22, the MSLF has USD14 million in loans outstanding [update]; (iv) May 12, the Federal Reserve re-established the Term Asset-Backed Securities Loan Facility (TALF) to help stabilize private issuance of asset-backed securities; the New York Federal Reserve will lend to a special purpose vehicle (SPV) that will then make the loans; the US Treasury under the CARES Act will take the first USD10 billion in losses as per the CARES Act; the TALF SPV will lend to eligible financial institutions and investment funds for up to 3 years against eligible asset-backed securities; the TALF SPV is currently authorized to lend a total of USD 100 billion; as of July 22, the TALF had USD937 million in loans outstanding, which is also the peak figure [update]; (v) as of July 22, the Federal Reserve's mortgage backed securities holdings were US 1.97706 trillion; this is also the peak value since February 26 -- when holdings were USD 1,372 billion -- for a total increase in USD equal to USD598.757 billion; (vi) July 17, the Federal Reserve Board modified the MSLF to provide greater access to credit for nonprofit organizations including educational institutions, hospitals, and social service organizations."
